EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1133,39.0,No,Travel_Rarely,854,Sales,2,5,Marketing,1,3,Male,77,1,4,Manager,1,Married,17374.0,23014,3,Y,No,15,3,4,80,2,24,3,4,24,6,15,5
1134,33.0,No,Travel_Rarely,1053,Sales,28,1,Medical,1,3,Male,61,4,1,Sales Executive,1,Single,13443.0,10205,4,Y,Yes,14,3,4,80,3,23,4,3,23,10,13,4
1135,58.0,No,Travel_Rarely,1306,Research & Development,29,5,Human Resources,1,4,Female,99,4,3,Research Scientist,4,Divorced,15999.0,7425,6,Y,Yes,20,3,4,80,0,28,2,1,28,12,10,10
1136,58.0,No,Travel_Rarely,895,Sales,27,3,Human Resources,1,3,Female,64,1,5,Sales Representative,4,Married,13827.0,5900,6,Y,No,22,4,2,80,3,37,5,4,37,14,8,7
1137,24.0,No,Travel_Frequently,436,Research & Development,7,5,Marketing,1,1,Male,97,1,1,Laboratory Technician,1,Married,12720.0,13811,6,Y,No,22,3,3,80,0,32,2,4,32,17,7,4
1138,31.0,No,Travel_Rarely,1461,Research & Development,22,3,Technical Degree,1,3,Male,61,3,3,Manager,4,Divorced,12932.0,10462,7,Y,No,17,3,2,80,3,9,5,1,9,6,13,6
1139,46.0,No,Travel_Rarely,1423,Research & Development,19,2,Life Sciences,1,3,Male,88,2,1,Manager,4,Married,15883.0,24276,4,Y,No,16,3,1,80,0,36,6,2,36,5,15,5
1140,36.0,Yes,Travel_Rarely,321,Research & Development,6,2,Other,1,3,Female,64,1,2,Research Scientist,2,Single,11735.0,7613,0,Y,Yes,23,3,4,80,1,32,6,4,32,10,7,9
1141,36.0,No,Travel_Rarely,1111,Research & Development,15,4,Technical Degree,1,2,Male,45,4,4,Manufacturing Director,3,Married,18839.0,18906,8,Y,No,20,3,1,80,1,22,0,3,22,7,1,7
1142,19.0,No,Travel_Rarely,859,Research & Development,7,3,Other,1,2,Male,81,2,2,Manager,4,Single,13473.0,4817,8,Y,No,13,3,3,80,0,10,4,2,10,3,6,0
1143,58.0,No,Travel_Frequently,788,Research & Development,6,2,Technical Degree,1,3,Male,95,2,2,Manufacturing Director,1,Single,15938.0,6950,6,Y,Yes,12,3,1,80,3,23,3,1,23,0,14,0
1144,32.0,Yes,Travel_Rarely,217,Research & Development,1,5,Technical Degree,1,2,Male,35,4,5,Manufacturing Director,2,Married,2647.0,4839,5,Y,No,25,4,1,80,1,23,6,2,23,7,11,1
1145,20.0,No,Non-Travel,273,Sales,28,1,Human Resources,1,2,Female,43,1,3,Sales Representative,2,Divorced,8556.0,16333,4,Y,No,14,3,4,80,3,6,0,2,6,2,2,2
1146,28.0,Yes,Non-Travel,1342,Research & Development,14,1,Life Sciences,1,4,Male,58,2,4,Manufacturing Director,4,Single,11771.0,26273,4,Y,Yes,19,3,3,80,2,20,2,4,20,2,5,2
1147,47.0,No,Travel_Rarely,1499,Research & Development,1,3,Technical Degree,1,1,Female,55,2,2,Research Scientist,1,Married,2440.0,9491,2,Y,No,20,3,1,80,1,19,1,2,19,4,14,2
1148,57.0,Yes,Travel_Frequently,418,Research & Development,25,4,Marketing,1,2,Female,47,2,4,Healthcare Representative,1,Single,11161.0,10014,9,Y,No,15,3,2,80,3,9,6,3,9,2,3,0
1149,35.0,No,Non-Travel,1211,Research & Development,6,5,Other,1,1,Female,33,2,3,Healthcare Representative,1,Married,19999.0,9691,0,Y,No,11,3,4,80,3,24,2,4,24,14,15,8
1150,19.0,No,Travel_Rarely,1201,Research & Development,28,3,Human Resources,1,2,Male,86,2,1,Research Director,1,Married,9746.0,2442,5,Y,No,21,3,2,80,2,35,1,1,35,13,5,5
1151,49.0,Yes,Travel_Rarely,540,Research & Development,18,1,Other,1,3,Female,82,4,2,Manager,1,Married,4908.0,24778,7,Y,No,13,3,4,80,3,14,5,3,14,4,3,0
1152,,No,Travel_Rarely,1324,Research & Development,27,3,Marketing,1,2,Male,54,1,3,Research Scientist,3,Single,12446.0,26386,1,Y,No,19,3,1,80,0,39,0,4,39,23,2,18
1153,39.0,No,Travel_Rarely,514,Research & Development,17,5,Marketing,1,2,Female,76,1,4,Manufacturing Director,1,Married,15997.0,18020,7,Y,Yes,17,3,4,80,1,39,5,2,39,16,1,7
1154,23.0,Yes,Travel_Rarely,1127,Research & Development,27,2,Technical Degree,1,1,Female,81,2,3,Healthcare Representative,1,Divorced,12769.0,11413,7,Y,No,13,3,1,80,0,5,3,3,5,1,3,0
1155,29.0,No,Non-Travel,1049,Research & Development,28,5,Marketing,1,3,Male,63,2,1,Research Scientist,3,Married,8182.0,17809,9,Y,No,11,3,2,80,2,36,4,4,36,33,9,4
1156,57.0,No,Travel_Rarely,182,Research & Development,2,2,Life Sciences,1,4,Male,45,2,3,Healthcare Representative,4,Married,8162.0,13641,7,Y,No,14,3,1,80,0,1,6,4,1,1,1,0
1157,53.0,Yes,Travel_Rarely,1088,Sales,8,2,Marketing,1,1,Male,65,4,4,Manager,2,Divorced,12392.0,12632,9,Y,No,19,3,4,80,3,11,1,1,11,3,6,1
1158,32.0,No,Travel_Rarely,592,Research & Development,21,2,Technical Degree,1,3,Male,57,4,2,Healthcare Representative,3,Single,17478.0,16379,2,Y,Yes,22,3,4,80,2,3,6,4,3,0,14,0
1159,45.0,No,Travel_Rarely,105,Research & Development,23,3,Other,1,3,Male,94,3,2,Manager,2,Married,6560.0,14695,9,Y,No,17,3,4,80,2,22,4,1,22,1,0,1
1160,35.0,No,Travel_Rarely,804,Sales,23,1,Marketing,1,1,Male,82,2,5,Sales Representative,2,Divorced,11082.0,2894,7,Y,No,15,3,2,80,0,12,5,2,12,11,13,8
1161,19.0,Yes,Non-Travel,446,Research & Development,2,3,Human Resources,1,2,Male,71,3,4,Research Director,3,Single,11459.0,14094,3,Y,No,23,3,3,80,2,16,0,4,16,13,10,6
1162,30.0,Yes,Travel_Rarely,633,Sales,16,1,Human Resources,1,3,Male,48,3,5,Sales Executive,1,Married,3703.0,4253,2,Y,No,21,3,2,80,0,30,0,4,30,10,15,10
1163,32.0,Yes,Travel_Rarely,756,Research & Development,4,5,Human Resources,1,4,Male,73,3,5,Healthcare Representative,2,Single,15188.0,4010,8,Y,Yes,24,3,1,80,0,15,5,2,15,12,0,8
1164,37.0,No,Travel_Rarely,1054,Research & Development,2,4,Other,1,2,Male,59,1,1,Research Scientist,1,Married,6945.0,25241,7,Y,No,16,3,1,80,0,40,5,4,40,30,4,16
1165,46.0,No,Travel_Rarely,550,Sales,23,5,Medical,1,1,Male,73,3,4,Sales Representative,4,Married,19999.0,15674,9,Y,No,11,3,2,80,2,25,0,4,25,24,15,8
1166,59.0,Yes,Non-Travel,1268,Research & Development,5,3,Human Resources,1,1,Male,56,2,2,Research Scientist,3,Single,9662.0,23377,1,Y,No,17,3,2,80,2,27,3,3,27,6,6,2
1167,46.0,No,Travel_Rarely,1125,Research & Development,17,3,Human Resources,1,1,Male,63,4,4,Research Scientist,2,Married,18754.0,23019,7,Y,No,22,3,1,80,1,0,1,1,0,0,13,0
1168,20.0,No,Non-Travel,1411,Research & Development,2,1,Medical,1,1,Male,53,2,1,Healthcare Representative,1,Single,6903.0,26192,2,Y,No,15,4,1,80,0,11,4,4,11,9,0,5
1169,36.0,Yes,Travel_Frequently,1017,Sales,22,3,Other,1,4,Female,85,4,4,Sales Executive,2,Married,12324.0,8997,9,Y,No,17,3,1,80,0,36,2,4,36,23,15,7
1170,20.0,Yes,Non-Travel,1348,Sales,14,2,Human Resources,1,4,Male,36,1,4,Sales Representative,4,Single,16702.0,12752,5,Y,No,15,3,3,80,0,19,6,1,19,0,11,0
1171,31.0,Yes,Travel_Rarely,1053,Research & Development,20,3,Technical Degree,1,3,Male,97,1,5,Manufacturing Director,4,Divorced,17494.0,13038,4,Y,No,15,4,3,80,0,1,5,3,1,0,11,0
1172,57.0,Yes,Non-Travel,313,Human Resources,7,1,Other,1,4,Male,80,2,4,Human Resources,2,Single,6153.0,11237,7,Y,Yes,13,3,2,80,0,35,5,1,35,24,3,18
1173,21.0,No,Non-Travel,999,Research & Development,15,1,Human Resources,1,1,Female,37,1,5,Manufacturing Director,3,Divorced,8174.0,6833,8,Y,No,15,3,2,80,0,14,6,4,14,11,4,3
1174,28.0,No,Travel_Rarely,1289,Sales,18,2,Human Resources,1,4,Female,85,4,5,Sales Executive,4,Married,11471.0,17034,6,Y,No,18,4,3,80,0,37,0,2,37,35,1,31
1175,48.0,No,Travel_Rarely,472,Research & Development,13,1,Medical,1,2,Female,87,1,3,Manufacturing Director,1,Married,13097.0,4934,5,Y,No,24,4,4,80,1,21,4,2,21,17,6,15
1176,60.0,No,Non-Travel,752,Research & Development,12,4,Technical Degree,1,2,Female,98,3,1,Manager,4,Married,14994.0,14571,5,Y,No,18,3,3,80,1,31,4,3,31,5,3,3
1177,49.0,No,Non-Travel,606,Research & Development,2,5,Other,1,3,Male,37,3,5,Manager,1,Married,2966.0,2371,0,Y,No,12,3,2,80,3,19,3,3,19,1,7,0
1178,44.0,Yes,Non-Travel,1082,Sales,12,3,Marketing,1,1,Male,95,1,4,Sales Executive,2,Married,15599.0,17386,4,Y,Yes,21,3,3,80,0,35,1,4,35,2,13,0
1179,47.0,No,Travel_Rarely,675,Research & Development,6,4,Life Sciences,1,4,Male,53,2,5,Healthcare Representative,1,Single,6459.0,8998,7,Y,No,11,3,4,80,0,32,3,3,32,7,13,4
1180,60.0,No,Travel_Rarely,432,Research & Development,24,3,Technical Degree,1,3,Female,71,3,5,Manufacturing Director,2,Married,11573.0,16464,5,Y,No,12,3,2,80,1,14,3,4,14,14,14,2
1181,19.0,Yes,Non-Travel,311,Human Resources,29,4,Marketing,1,3,Female,83,4,5,Manager,4,Single,16160.0,19787,0,Y,No,21,3,1,80,1,2,4,2,2,2,0,0
1182,26.0,Yes,Travel_Rarely,388,Research & Development,1,3,Technical Degree,1,4,Female,45,2,2,Healthcare Representative,3,Single,12482.0,22986,4,Y,Yes,17,4,2,80,0,28,1,3,28,17,9,15
1183,45.0,No,Travel_Rarely,709,Research & Development,21,2,Marketing,1,3,Male,33,1,2,Laboratory Technician,4,Married,5177.0,22330,4,Y,No,13,3,3,80,0,26,1,4,26,5,0,3
1184,48.0,No,Travel_Rarely,265,Human Resources,1,1,Marketing,1,1,Female,88,2,2,Human Resources,4,Single,2266.0,18257,2,Y,Yes,18,3,3,80,1,4,1,1,4,2,0,0
1185,51.0,No,Travel_Frequently,225,Sales,15,1,Technical Degree,1,4,Male,75,2,2,Sales Executive,4,Single,5542.0,15406,7,Y,No,14,3,4,80,1,30,6,3,30,15,3,11
1186,32.0,Yes,Travel_Rarely,1280,Human Resources,27,2,Medical,1,2,Male,42,2,3,Manager,4,Single,8680.0,23057,8,Y,No,20,3,3,80,3,21,0,4,21,0,0,0
1187,42.0,Yes,Non-Travel,1155,Research & Development,16,4,Technical Degree,1,2,Male,66,2,5,Manager,3,Single,8597.0,12712,5,Y,No,20,3,4,80,3,34,1,4,34,29,15,16
1188,53.0,Yes,Travel_Rarely,373,Sales,22,5,Technical Degree,1,4,Male,83,1,3,Sales Executive,4,Single,19999.0,19391,5,Y,No,18,3,2,80,0,6,4,1,6,6,15,0
1189,25.0,Yes,Travel_Rarely,1424,Research & Development,7,4,Marketing,1,3,Male,78,1,4,Research Director,1,Divorced,9081.0,2667,1,Y,No,24,3,3,80,1,5,6,2,5,5,14,5
1190,26.0,No,Travel_Frequently,1144,Research & Development,22,1,Life Sciences,1,3,Female,87,3,1,Manager,3,Single,15811.0,18325,9,Y,No,12,3,2,80,3,25,0,1,25,18,4,16
1191,54.0,No,Travel_Rarely,714,Sales,14,5,Marketing,1,2,Male,48,3,3,Sales Executive,3,Married,13858.0,3446,1,Y,No,23,3,1,80,0,0,2,4,0,0,13,0
1192,56.0,Yes,Travel_Rarely,375,Research & Development,29,3,Human Resources,1,2,Male,47,4,2,Manager,1,Single,16062.0,17890,5,Y,Yes,24,3,1,80,3,18,5,1,18,18,13,1
1193,49.0,No,Travel_Rarely,1130,Research & Development,25,5,Technical Degree,1,1,Male,89,4,2,Healthcare Representative,2,Divorced,12762.0,22350,7,Y,No,25,3,4,80,3,6,3,1,6,0,5,0
1194,34.0,No,Travel_Rarely,1115,Research & Development,19,4,Other,1,3,Male,46,3,4,Manufacturing Director,4,Single,12034.0,6368,1,Y,No,15,3,3,80,3,35,1,4,35,6,6,5
1195,52.0,No,Travel_Rarely,1253,Sales,24,2,Technical Degree,1,1,Female,40,3,5,Manager,3,Divorced,,7317,8,Y,Yes,16,3,2,80,2,11,2,2,11,4,7,3
1196,54.0,No,Travel_Rarely,1422,Research & Development,19,3,Medical,1,2,Female,44,2,1,Manager,4,Married,14111.0,25630,8,Y,Yes,11,3,2,80,0,19,1,1,19,17,7,10
1197,36.0,Yes,Non-Travel,196,Human Resources,27,4,Other,1,2,Female,46,3,3,Manager,4,Single,13599.0,5029,3,Y,No,25,3,3,80,3,22,3,1,22,8,1,4
1198,46.0,No,Travel_Rarely,376,Human Resources,28,3,Marketing,1,2,Female,34,4,5,Human Resources,1,Divorced,13432.0,10232,3,Y,Yes,24,4,2,80,0,24,4,3,24,20,11,10
1199,24.0,Yes,Travel_Rarely,1408,Research & Development,29,5,Medical,1,2,Female,90,3,5,Research Director,1,Married,19999.0,15025,3,Y,Yes,11,3,3,80,0,29,4,3,29,6,3,1
1200,45.0,Yes,Non-Travel,899,Sales,29,1,Technical Degree,1,1,Male,33,2,3,Sales Executive,1,Single,8782.0,24276,4,Y,No,24,3,3,80,1,28,3,4,28,8,6,7
1201,26.0,No,Non-Travel,1296,Research & Development,23,4,Marketing,1,2,Female,85,4,3,Healthcare Representative,4,Married,19999.0,25574,7,Y,No,19,3,1,80,0,30,2,4,30,3,8,0
1202,45.0,No,Travel_Rarely,431,Sales,13,2,Marketing,1,4,Male,77,1,3,Sales Executive,3,Divorced,17231.0,23188,1,Y,No,15,3,3,80,3,17,0,4,17,16,8,6
1203,23.0,No,Travel_Rarely,304,Sales,21,5,Human Resources,1,3,Male,77,3,3,Manager,3,Married,2290.0,24763,4,Y,Yes,25,3,2,80,0,40,5,3,40,11,10,11
1204,46.0,Yes,Travel_Rarely,202,Research & Development,12,4,Human Resources,1,2,Male,64,1,2,Healthcare Representative,2,Single,1936.0,26701,1,Y,Yes,25,3,3,80,1,18,5,4,18,5,2,5
1205,34.0,No,Non-Travel,1103,Research & Development,29,2,Life Sciences,1,3,Female,62,4,5,Research Scientist,4,Divorced,5950.0,19161,7,Y,No,24,3,1,80,2,3,5,1,3,1,11,1
1206,33.0,No,Travel_Rarely,1054,Research & Development,1,4,Human Resources,1,2,Female,50,3,5,Research Director,2,Married,4664.0,11027,0,Y,Yes,14,3,1,80,2,0,0,1,0,0,6,0
1207,40.0,Yes,Travel_Rarely,459,Research & Development,27,5,Other,1,1,Male,34,1,2,Research Director,2,Divorced,1836.0,6489,6,Y,No,24,3,4,80,1,40,1,2,40,39,3,11
1208,48.0,Yes,Travel_Rarely,1254,Research & Development,12,4,Marketing,1,3,Female,93,3,5,Research Scientist,2,Married,11606.0,15115,2,Y,Yes,11,3,2,80,3,14,3,4,14,4,8,0
1209,20.0,Yes,Travel_Rarely,138,Sales,4,3,Human Resources,1,1,Female,98,1,3,Sales Executive,2,Single,11219.0,8270,3,Y,No,25,3,3,80,3,7,3,1,7,6,6,3
1210,38.0,Yes,Travel_Rarely,406,Human Resources,29,5,Life Sciences,1,2,Male,50,1,1,Human Resources,2,Divorced,19999.0,25665,7,Y,No,13,3,2,80,3,14,0,1,14,2,15,0
1211,43.0,Yes,Travel_Rarely,983,Research & Development,27,4,Technical Degree,1,4,Male,61,4,5,Healthcare Representative,4,Single,3916.0,16231,2,Y,Yes,23,3,2,80,0,14,2,2,14,1,12,0
1212,53.0,No,Travel_Frequently,619,Research & Development,15,1,Other,1,4,Female,47,3,1,Manufacturing Director,1,Single,15648.0,11028,6,Y,No,14,3,3,80,2,38,5,1,38,3,12,0
1213,59.0,Yes,Travel_Frequently,977,Sales,25,4,Human Resources,1,4,Male,87,1,1,Sales Executive,2,Married,6713.0,10716,0,Y,Yes,21,3,1,80,3,21,6,2,21,1,5,1
1214,54.0,No,Travel_Rarely,145,Research & Development,16,3,Marketing,1,4,Female,53,3,2,Laboratory Technician,3,Married,18921.0,11443,8,Y,No,21,3,2,80,2,17,3,2,17,13,8,4
1215,39.0,Yes,Travel_Rarely,293,Research & Development,15,2,Technical Degree,1,4,Male,34,3,4,Research Scientist,4,Single,9418.0,9688,5,Y,No,15,3,4,80,1,15,4,3,15,12,6,2
1216,59.0,Yes,Travel_Rarely,1292,Sales,8,2,Marketing,1,1,Male,82,2,5,Sales Executive,2,Divorced,3402.0,6241,2,Y,No,24,3,2,80,2,1,4,1,1,1,10,1
1217,29.0,No,Travel_Rarely,1245,Sales,19,2,Technical Degree,1,4,Female,84,4,2,Manager,3,Married,16497.0,25714,6,Y,No,20,3,1,80,3,35,6,3,35,33,7,25
1218,59.0,Yes,Non-Travel,348,Research & Development,15,1,Other,1,2,Female,34,3,2,Healthcare Representative,2,Married,5005.0,10926,4,Y,No,22,4,4,80,2,19,3,1,19,6,10,4
1219,30.0,Yes,Travel_Rarely,1112,Research & Development,18,3,Marketing,1,1,Female,98,3,1,Manager,1,Divorced,19895.0,25255,7,Y,Yes,24,3,4,80,1,15,5,3,15,11,4,5
1220,28.0,No,Travel_Rarely,306,Sales,11,5,Human Resources,1,1,Female,70,3,5,Sales Representative,4,Married,3825.0,16211,7,Y,Yes,15,3,4,80,2,2,5,2,2,1,3,0
1221,33.0,No,Travel_Rarely,214,Human Resources,9,2,Human Resources,1,4,Female,36,4,2,Human Resources,1,Single,6356.0,18552,8,Y,No,20,3,4,80,0,29,5,2,29,17,0,9
1222,25.0,Yes,Travel_Frequently,338,Sales,1,3,Life Sciences,1,3,Female,30,4,3,Manager,3,Single,16615.0,15849,5,Y,No,18,3,3,80,1,1,2,2,1,1,13,0
1223,57.0,No,Non-Travel,665,Research & Development,9,4,Technical Degree,1,2,Male,81,3,2,Research Scientist,2,Divorced,2069.0,11340,3,Y,No,23,3,3,80,0,34,4,2,34,18,7,8
1224,57.0,Yes,Non-Travel,1199,Human Resources,28,1,Life Sciences,1,1,Male,55,4,3,Human Resources,1,Single,2277.0,10491,1,Y,No,23,4,3,80,0,25,2,1,25,12,5,8
1225,19.0,Yes,Travel_Rarely,1292,Research & Development,23,3,Medical,1,2,Male,92,2,4,Laboratory Technician,1,Married,7599.0,13513,2,Y,No,13,3,4,80,3,4,0,4,4,3,3,1
1226,47.0,No,Travel_Rarely,1171,Research & Development,12,3,Human Resources,1,3,Female,41,4,3,Healthcare Representative,2,Married,19359.0,7033,4,Y,No,17,3,1,80,3,1,1,1,1,0,2,0
1227,47.0,No,Non-Travel,835,Research & Development,2,5,Technical Degree,1,1,Male,99,2,3,Research Director,4,Married,6681.0,2521,7,Y,No,24,3,2,80,1,19,5,3,19,1,4,0
1228,29.0,No,Travel_Frequently,1193,Sales,11,3,Other,1,2,Male,48,2,1,Sales Representative,3,Single,17314.0,15256,9,Y,No,23,3,4,80,3,33,0,1,33,7,3,4
1229,27.0,Yes,Travel_Rarely,607,Human Resources,21,5,Life Sciences,1,4,Male,33,2,2,Manager,4,Married,9795.0,13776,1,Y,No,16,3,1,80,2,33,1,1,33,18,10,9
1230,28.0,No,Travel_Rarely,254,Research & Development,14,1,Other,1,1,Female,34,1,4,Research Director,3,Married,9724.0,14793,4,Y,No,20,3,2,80,1,19,6,3,19,8,10,4
1231,32.0,No,Travel_Rarely,560,Research & Development,2,1,Other,1,1,Female,83,4,2,Manufacturing Director,3,Divorced,9804.0,26877,8,Y,Yes,21,3,4,80,3,24,4,2,24,3,6,2
1232,33.0,Yes,Travel_Rarely,1496,Sales,15,4,Other,1,1,Male,99,3,3,Sales Representative,1,Single,13552.0,10844,1,Y,Yes,20,3,2,80,3,19,1,3,19,15,5,12
1233,34.0,No,Travel_Rarely,890,Sales,21,5,Life Sciences,1,1,Female,86,2,3,Sales Executive,2,Married,3859.0,5301,7,Y,No,20,3,3,80,2,24,1,3,24,18,2,11
1234,43.0,No,Travel_Rarely,1325,Sales,23,5,Medical,1,4,Male,81,3,2,Sales Executive,4,Married,8041.0,22543,2,Y,No,21,3,3,80,0,13,3,4,13,9,11,2
1235,19.0,No,Non-Travel,753,Research & Development,21,2,Life Sciences,1,3,Male,47,2,4,Manufacturing Director,1,Married,17992.0,20663,7,Y,No,16,3,3,80,2,38,1,4,38,37,9,37
1236,29.0,No,Travel_Rarely,416,Research & Development,18,2,Marketing,1,3,Female,93,3,4,Healthcare Representative,1,Married,11501.0,11814,3,Y,Yes,20,4,1,80,0,11,3,2,11,9,12,7
1237,43.0,Yes,Non-Travel,550,Research & Development,27,4,Human Resources,1,2,Male,39,1,1,Healthcare Representative,1,Single,12863.0,3681,3,Y,No,19,3,3,80,3,4,1,3,4,4,10,4
1238,40.0,No,Non-Travel,676,Research & Development,14,1,Life Sciences,1,4,Female,52,2,3,Healthcare Representative,4,Single,4647.0,15116,6,Y,No,24,3,1,80,0,1,3,3,1,0,11,0
1239,35.0,Yes,Travel_Frequently,1219,Human Resources,21,2,Life Sciences,1,4,Male,97,1,3,Manager,1,Married,15805.0,2091,4,Y,No,25,4,3,80,0,15,4,3,15,6,15,1
1240,49.0,No,Travel_Rarely,595,Sales,28,3,Medical,1,2,Male,81,1,1,Sales Representative,2,Married,15392.0,5706,3,Y,Yes,17,3,3,80,3,29,4,1,29,3,13,1
1241,55.0,No,Travel_Rarely,461,Research & Development,12,1,Marketing,1,4,Female,76,4,2,Healthcare Representative,1,Married,7016.0,18147,6,Y,No,23,3,3,80,1,37,1,4,37,35,0,11
1242,20.0,No,Travel_Rarely,556,Research & Development,10,3,Life Sciences,1,4,Male,99,3,3,Research Director,1,Single,2929.0,2960,2,Y,Yes,21,3,1,80,2,23,6,4,23,18,13,6
1243,55.0,Yes,Travel_Frequently,1301,Research & Development,14,5,Human Resources,1,1,Female,55,2,2,Manufacturing Director,3,Single,18367.0,22543,8,Y,No,17,3,2,80,3,29,6,2,29,27,6,18
1244,20.0,No,Travel_Rarely,228,Research & Development,22,1,Human Resources,1,1,Female,99,1,4,Manager,1,Single,15945.0,2843,4,Y,No,21,3,1,80,2,36,2,4,36,18,4,13
1245,47.0,No,Travel_Rarely,1162,,15,4,Life Sciences,1,1,Male,72,3,5,Healthcare Representative,4,Single,16768.0,18602,2,Y,Yes,24,3,4,80,2,38,6,4,38,11,0,8
1246,18.0,No,Travel_Rarely,911,Research & Development,5,5,Other,1,4,Male,98,4,1,Laboratory Technician,4,Married,1333.0,10895,1,Y,No,11,4,4,80,0,10,4,2,10,8,0,1
1247,47.0,No,Non-Travel,972,Sales,2,5,Other,1,4,Male,92,3,3,Sales Representative,2,Divorced,14893.0,24412,6,Y,Yes,11,3,1,80,3,13,0,3,13,3,5,2
1248,49.0,Yes,Travel_Rarely,449,Sales,22,3,Marketing,1,3,Male,95,3,1,Manager,4,Single,18098.0,2246,6,Y,No,19,3,1,80,1,22,6,1,22,9,3,2
1249,45.0,Yes,Travel_Rarely,744,Human Resources,6,5,Human Resources,1,1,Male,92,4,4,Human Resources,4,Married,14539.0,15251,4,Y,Yes,19,3,2,80,2,15,0,2,15,4,13,2
1250,38.0,No,Travel_Rarely,551,Research & Development,12,2,Other,1,2,Male,42,4,4,Research Scientist,1,Single,15036.0,14229,3,Y,No,22,3,1,80,2,20,3,4,20,6,7,1
1251,30.0,No,Travel_Rarely,208,Research & Development,2,1,Human Resources,1,4,Male,80,4,4,Research Scientist,2,Married,15011.0,7109,1,Y,No,21,3,3,80,1,3,2,2,3,1,1,0
1252,44.0,Yes,Travel_Frequently,1331,Research & Development,29,2,Marketing,1,1,Male,34,1,4,Manager,4,Single,3714.0,26632,1,Y,No,20,3,2,80,2,32,5,4,32,4,3,0
1253,53.0,Yes,Travel_Rarely,676,Sales,29,3,Marketing,1,3,Female,76,3,5,Sales Representative,2,Divorced,14100.0,14151,6,Y,No,13,3,1,80,3,13,3,3,13,0,11,0
1254,24.0,Yes,Travel_Rarely,340,Sales,4,3,Other,1,1,Female,65,4,2,Sales Representative,2,Married,12203.0,15397,9,Y,No,25,3,1,80,1,18,1,3,18,17,12,3
1255,39.0,No,Travel_Rarely,690,Research & Development,7,1,Life Sciences,1,3,Female,65,3,2,Research Scientist,3,Divorced,1766.0,24508,6,Y,Yes,21,3,4,80,3,4,6,3,4,2,7,1
1256,27.0,No,Non-Travel,1211,Research & Development,16,5,Technical Degree,1,3,Male,79,3,5,Laboratory Technician,3,Divorced,14780.0,8325,3,Y,No,21,4,2,80,1,35,4,4,35,20,14,18
1257,56.0,No,Travel_Rarely,1385,Sales,1,4,Medical,1,4,Female,85,1,2,Sales Executive,1,Married,1139.0,24691,3,Y,No,18,3,4,80,2,30,2,2,30,21,14,12
1258,32.0,Yes,Travel_Rarely,677,Research & Development,1,3,Technical Degree,1,3,Male,48,3,4,Research Director,4,Married,19212.0,12050,3,Y,No,19,4,1,80,1,17,3,4,17,6,11,3
1259,32.0,No,Travel_Rarely,424,Sales,14,1,Technical Degree,1,3,Female,49,1,2,Sales Representative,1,Single,9801.0,3912,1,Y,No,11,3,2,80,3,30,3,3,30,17,7,9
1260,21.0,No,Travel_Rarely,470,Research & Development,11,4,Human Resources,1,2,Female,51,4,1,Laboratory Technician,1,Married,8806.0,6221,8,Y,No,22,3,3,80,1,29,0,3,29,25,15,21
1261,49.0,No,Travel_Rarely,204,Sales,12,5,Marketing,1,3,Male,60,4,2,Manager,2,Divorced,19280.0,9374,0,Y,No,24,3,1,80,2,20,1,3,20,5,15,4
1262,40.0,No,Non-Travel,197,Research & Development,11,3,Human Resources,1,2,Female,91,3,1,Manufacturing Director,2,Single,6347.0,2266,7,Y,No,13,4,1,80,0,29,3,4,29,17,4,2
1263,23.0,Yes,Travel_Rarely,195,Research & Development,6,1,Other,1,2,Female,73,1,3,Healthcare Representative,2,Divorced,1447.0,16689,5,Y,No,23,3,4,80,2,40,0,1,40,15,2,15
1264,41.0,No,Travel_Rarely,145,Research & Development,23,1,Medical,1,1,Female,97,1,1,Laboratory Technician,1,Married,4094.0,21866,9,Y,Yes,16,3,3,80,2,3,2,3,3,1,12,1
1265,37.0,No,Travel_Rarely,989,Sales,12,1,Other,1,1,Female,96,2,1,Sales Executive,4,Divorced,15127.0,15910,6,Y,No,25,3,1,80,0,4,3,2,4,2,14,2
1266,54.0,No,Travel_Rarely,130,Sales,21,3,Life Sciences,1,4,Male,78,2,4,Sales Executive,1,Divorced,14083.0,19915,4,Y,No,14,3,4,80,1,40,5,3,40,0,3,0
1267,37.0,No,Travel_Rarely,507,Research & Development,12,4,Medical,1,4,Male,88,4,4,Research Director,1,Married,19666.0,12198,5,Y,No,18,3,4,80,2,9,5,4,9,8,2,2
1268,29.0,No,Travel_Rarely,1498,Research & Development,10,1,Human Resources,1,4,Male,33,4,4,Research Director,1,Married,11349.0,6564,5,Y,No,25,3,1,80,0,26,0,2,26,25,10,13
