EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
1115,24,No,Travel_Rarely,461,Research & Development,2,2,Life Sciences,3,Female,53,3,3,Manufacturing Director,4,Married,16015,26985,8,No,13,3,3,1,35,6,4,35,29,14,2,College,Excellent,Very High,High,Very High,20+ yrs,18-25,15K+,0,3.5,0,0.3473,Medium
1116,56,No,Travel_Rarely,860,Research & Development,24,1,Other,4,Male,34,2,3,Research Scientist,1,Married,12727,8641,8,No,15,3,1,3,14,5,1,14,13,8,4,Below College,Excellent,Low,Very High,Low,10-20 yrs,55+,10K-15K,0,1.75,1,0.4545,Medium
1117,18,Yes,Non-Travel,1247,Sales,13,4,Other,4,Female,97,1,4,Sales Representative,3,Single,3790,11633,0,No,14,3,3,0,18,6,2,18,8,11,1,Master,Excellent,High,Very High,Medium,10-20 yrs,18-25,3K-6K,1,3.0,1,0.6037,High
1118,34,Yes,Travel_Rarely,1042,Research & Development,10,3,Marketing,4,Female,74,2,3,Manufacturing Director,4,Single,4346,25539,7,No,11,3,1,1,4,1,2,4,4,13,3,Bachelor,Excellent,Very High,Very High,Medium,3-6 yrs,26-35,3K-6K,1,2.75,1,0.4315,Medium
1119,60,No,Travel_Rarely,747,Sales,16,2,Life Sciences,4,Male,88,4,1,Manager,1,Married,10909,23726,8,No,15,3,4,2,18,4,3,18,2,14,0,College,Excellent,Low,Very High,High,10-20 yrs,55+,10K-15K,0,3.0,1,0.389,Medium
1120,42,Yes,Travel_Rarely,1396,Sales,9,1,Human Resources,2,Male,94,1,2,Manager,1,Divorced,13975,18743,4,No,20,3,1,3,38,5,1,38,17,5,8,Below College,Excellent,Low,Medium,Low,20+ yrs,36-45,10K-15K,1,1.25,1,0.4472,Medium
1121,20,No,Travel_Rarely,454,Research & Development,8,5,Technical Degree,3,Male,92,3,2,Manufacturing Director,1,Divorced,10498,6677,3,No,22,3,1,2,4,4,1,4,1,7,0,Doctor,Excellent,Low,High,Low,3-6 yrs,18-25,10K-15K,0,1.5,1,0.4539,Medium
1122,32,Yes,Travel_Rarely,199,Human Resources,25,2,Other,2,Female,96,2,4,Human Resources,2,Married,4627,7139,9,No,15,3,1,1,11,3,3,11,4,4,0,College,Excellent,Medium,Medium,High,10-20 yrs,26-35,3K-6K,1,2.0,1,0.6234,High
1123,46,No,Travel_Rarely,830,Research & Development,15,2,Life Sciences,4,Female,78,1,2,Laboratory Technician,4,Married,15362,26998,3,Yes,17,3,3,1,18,6,3,18,5,15,3,College,Excellent,Very High,Very High,High,10-20 yrs,46-55,15K+,0,3.5,1,0.4259,Medium
1124,60,No,Travel_Rarely,400,Research & Development,22,4,Medical,2,Female,61,4,4,Manager,4,Single,16705,26696,1,No,25,3,1,0,11,5,2,11,7,7,1,Master,Excellent,Very High,Medium,Medium,10-20 yrs,55+,15K+,0,2.25,0,0.3361,Medium
1125,49,No,Travel_Rarely,708,Research & Development,27,1,Marketing,1,Male,79,4,3,Manager,1,Married,6469,20604,8,Yes,22,3,1,3,35,4,4,35,20,11,14,Below College,Excellent,Low,Low,Very High,20+ yrs,46-55,6K-10K,0,1.75,1,0.4193,Medium
1126,43,Yes,Travel_Rarely,981,Research & Development,7,4,Medical,3,Male,87,1,3,Manager,4,Married,18298,22513,4,Yes,17,3,1,3,11,5,4,11,1,15,0,Master,Excellent,Very High,High,Very High,10-20 yrs,36-45,15K+,1,3.0,1,0.6353,High
1127,33,Yes,Travel_Rarely,302,Sales,22,4,Other,1,Male,81,4,1,Sales Executive,3,Single,18487,13157,2,No,12,3,3,1,17,3,4,17,13,9,2,Master,Excellent,High,Low,Very High,10-20 yrs,26-35,15K+,1,2.75,1,0.6329,High
1128,42,No,Travel_Rarely,1144,Research & Development,23,3,Medical,2,Male,52,2,2,Manager,3,Divorced,11197,26646,5,No,24,3,4,0,33,0,4,33,14,13,14,Bachelor,Excellent,High,Medium,Very High,20+ yrs,36-45,10K-15K,0,3.25,0,0.3091,Medium
1129,45,No,Travel_Rarely,1321,Research & Development,19,5,Medical,1,Female,59,2,1,Manufacturing Director,1,Single,15925,14832,8,Yes,14,3,4,1,32,0,1,32,25,0,2,Doctor,Excellent,Low,Low,Low,20+ yrs,36-45,15K+,0,1.75,1,0.4083,Medium
1130,26,No,Travel_Rarely,211,Sales,4,2,Marketing,2,Female,99,2,5,Manager,3,Single,16368,17109,8,Yes,11,4,4,1,17,6,1,17,11,2,11,College,Outstanding,High,Medium,Low,10-20 yrs,26-35,15K+,0,2.5,1,0.4019,Medium
1131,18,No,Travel_Rarely,1272,Research & Development,9,1,Marketing,2,Female,59,2,1,Manager,1,Married,12579,15255,4,Yes,23,4,1,3,28,2,3,28,6,14,4,Below College,Outstanding,Low,Medium,High,20+ yrs,18-25,10K-15K,0,1.75,1,0.3528,Medium
1132,46,No,Travel_Rarely,480,Research & Development,19,5,Marketing,3,Female,66,4,4,Manager,3,Married,12313,5692,7,No,15,4,3,2,4,5,3,4,3,3,2,Doctor,Outstanding,High,High,High,3-6 yrs,46-55,10K-15K,0,3.0,0,0.2785,Low
1133,39,No,Travel_Rarely,854,Sales,2,5,Marketing,3,Male,77,1,4,Manager,1,Married,17374,23014,3,No,15,3,4,2,24,3,4,24,6,15,5,Doctor,Excellent,Low,High,Very High,20+ yrs,36-45,15K+,0,3.0,1,0.2868,Low
1134,33,No,Travel_Rarely,1053,Sales,28,1,Medical,3,Male,61,4,1,Sales Executive,1,Single,13443,10205,4,Yes,14,3,4,3,23,4,3,23,10,13,4,Below College,Excellent,Low,High,High,20+ yrs,26-35,10K-15K,0,2.75,1,0.4201,Medium
1135,58,No,Travel_Rarely,1306,Research & Development,29,5,Human Resources,4,Female,99,4,3,Research Scientist,4,Divorced,15999,7425,6,Yes,20,3,4,0,28,2,1,28,12,10,10,Doctor,Excellent,Very High,Very High,Low,20+ yrs,55+,15K+,0,3.25,1,0.3539,Medium
1136,58,No,Travel_Rarely,895,Sales,27,3,Human Resources,3,Female,64,1,5,Sales Representative,4,Married,13827,5900,6,No,22,4,2,3,37,5,4,37,14,8,7,Bachelor,Outstanding,Very High,High,Very High,20+ yrs,55+,10K-15K,0,3.25,0,0.3096,Medium
1137,24,No,Travel_Frequently,436,Research & Development,7,5,Marketing,1,Male,97,1,1,Laboratory Technician,1,Married,12720,13811,6,No,22,3,3,0,32,2,4,32,17,7,4,Doctor,Excellent,Low,Low,Very High,20+ yrs,18-25,10K-15K,0,2.25,1,0.3106,Medium
1138,31,No,Travel_Rarely,1461,Research & Development,22,3,Technical Degree,3,Male,61,3,3,Manager,4,Divorced,12932,10462,7,No,17,3,2,3,9,5,1,9,6,13,6,Bachelor,Excellent,Very High,High,Low,6-10 yrs,26-35,10K-15K,0,2.5,0,0.3211,Medium
1139,46,No,Travel_Rarely,1423,Research & Development,19,2,Life Sciences,3,Male,88,2,1,Manager,4,Married,15883,24276,4,No,16,3,1,0,36,6,2,36,5,15,5,College,Excellent,Very High,High,Medium,20+ yrs,46-55,15K+,0,2.5,0,0.2422,Low
1140,36,Yes,Travel_Rarely,321,Research & Development,6,2,Other,3,Female,64,1,2,Research Scientist,2,Single,11735,7613,0,Yes,23,3,4,1,32,6,4,32,10,7,9,College,Excellent,Medium,High,Very High,20+ yrs,36-45,10K-15K,1,3.25,1,0.6838,High
1141,36,No,Travel_Rarely,1111,Research & Development,15,4,Technical Degree,2,Male,45,4,4,Manufacturing Director,3,Married,18839,18906,8,No,20,3,1,1,22,0,3,22,7,1,7,Master,Excellent,High,Medium,High,20+ yrs,36-45,15K+,0,2.25,0,0.2702,Low
1142,19,No,Travel_Rarely,859,Research & Development,7,3,Other,2,Male,81,2,2,Manager,4,Single,13473,4817,8,No,13,3,3,0,10,4,2,10,3,6,0,Bachelor,Excellent,Very High,Medium,Medium,6-10 yrs,18-25,10K-15K,0,2.75,0,0.3294,Medium
1143,58,No,Travel_Frequently,788,Research & Development,6,2,Technical Degree,3,Male,95,2,2,Manufacturing Director,1,Single,15938,6950,6,Yes,12,3,1,3,23,3,1,23,0,14,0,College,Excellent,Low,High,Low,20+ yrs,55+,15K+,0,1.5,1,0.5621,Medium
1144,32,Yes,Travel_Rarely,217,Research & Development,1,5,Technical Degree,2,Male,35,4,5,Manufacturing Director,2,Married,2647,4839,5,No,25,4,1,1,23,6,2,23,7,11,1,Doctor,Outstanding,Medium,Medium,Medium,20+ yrs,26-35,<3K,1,1.75,1,0.6394,High
1145,20,No,Non-Travel,273,Sales,28,1,Human Resources,2,Female,43,1,3,Sales Representative,2,Divorced,8556,16333,4,No,14,3,4,3,6,0,2,6,2,2,2,Below College,Excellent,Medium,Medium,Medium,3-6 yrs,18-25,6K-10K,0,2.5,1,0.3767,Medium
1146,28,Yes,Non-Travel,1342,Research & Development,14,1,Life Sciences,4,Male,58,2,4,Manufacturing Director,4,Single,11771,26273,4,Yes,19,3,3,2,20,2,4,20,2,5,2,Below College,Excellent,Very High,Very High,Very High,10-20 yrs,26-35,10K-15K,1,3.75,1,0.6193,High
1147,47,No,Travel_Rarely,1499,Research & Development,1,3,Technical Degree,1,Female,55,2,2,Research Scientist,1,Married,2440,9491,2,No,20,3,1,1,19,1,2,19,4,14,2,Bachelor,Excellent,Low,Low,Medium,10-20 yrs,46-55,<3K,0,1.25,1,0.4041,Medium
1148,57,Yes,Travel_Frequently,418,Research & Development,25,4,Marketing,2,Female,47,2,4,Healthcare Representative,1,Single,11161,10014,9,No,15,3,2,3,9,6,3,9,2,3,0,Master,Excellent,Low,Medium,High,6-10 yrs,55+,10K-15K,1,2.0,1,0.6284,High
1149,35,No,Non-Travel,1211,Research & Development,6,5,Other,1,Female,33,2,3,Healthcare Representative,1,Married,19999,9691,0,No,11,3,4,3,24,2,4,24,14,15,8,Doctor,Excellent,Low,Low,Very High,20+ yrs,26-35,15K+,0,2.5,1,0.2933,Low
1150,19,No,Travel_Rarely,1201,Research & Development,28,3,Human Resources,2,Male,86,2,1,Research Director,1,Married,9746,2442,5,No,21,3,2,2,35,1,1,35,13,5,5,Bachelor,Excellent,Low,Medium,Low,20+ yrs,18-25,6K-10K,0,1.5,1,0.387,Medium
1151,49,Yes,Travel_Rarely,540,Research & Development,18,1,Other,3,Female,82,4,2,Manager,1,Married,4908,24778,7,No,13,3,4,3,14,5,3,14,4,3,0,Below College,Excellent,Low,High,High,10-20 yrs,46-55,3K-6K,1,2.75,1,0.5562,Medium
1152,39,No,Travel_Rarely,1324,Research & Development,27,3,Marketing,2,Male,54,1,3,Research Scientist,3,Single,12446,26386,1,No,19,3,1,0,39,0,4,39,23,2,18,Bachelor,Excellent,High,Medium,Very High,20+ yrs,36-45,10K-15K,0,2.5,0,0.5217,Medium
1153,39,No,Travel_Rarely,514,Research & Development,17,5,Marketing,2,Female,76,1,4,Manufacturing Director,1,Married,15997,18020,7,Yes,17,3,4,1,39,5,2,39,16,1,7,Doctor,Excellent,Low,Medium,Medium,20+ yrs,36-45,15K+,0,2.25,1,0.4875,Medium
1154,23,Yes,Travel_Rarely,1127,Research & Development,27,2,Technical Degree,1,Female,81,2,3,Healthcare Representative,1,Divorced,12769,11413,7,No,13,3,1,0,5,3,3,5,1,3,0,College,Excellent,Low,Low,High,3-6 yrs,18-25,10K-15K,1,1.5,1,0.6989,High
1155,29,No,Non-Travel,1049,Research & Development,28,5,Marketing,3,Male,63,2,1,Research Scientist,3,Married,8182,17809,9,No,11,3,2,2,36,4,4,36,33,9,4,Doctor,Excellent,High,High,Very High,20+ yrs,26-35,6K-10K,0,3.0,0,0.4491,Medium
1156,57,No,Travel_Rarely,182,Research & Development,2,2,Life Sciences,4,Male,45,2,3,Healthcare Representative,4,Married,8162,13641,7,No,14,3,1,0,1,6,4,1,1,1,0,College,Excellent,Very High,Very High,Very High,<1 yr,55+,6K-10K,0,3.25,0,0.4691,Medium
1157,53,Yes,Travel_Rarely,1088,Sales,8,2,Marketing,1,Male,65,4,4,Manager,2,Divorced,12392,12632,9,No,19,3,4,3,11,1,1,11,3,6,1,College,Excellent,Medium,Low,Low,10-20 yrs,46-55,10K-15K,1,2.0,1,0.6085,High
1158,32,No,Travel_Rarely,592,Research & Development,21,2,Technical Degree,3,Male,57,4,2,Healthcare Representative,3,Single,17478,16379,2,Yes,22,3,4,2,3,6,4,3,0,14,0,College,Excellent,High,High,Very High,1-3 yrs,26-35,15K+,0,3.5,1,0.4082,Medium
1159,45,No,Travel_Rarely,105,Research & Development,23,3,Other,3,Male,94,3,2,Manager,2,Married,6560,14695,9,No,17,3,4,2,22,4,1,22,1,0,1,Bachelor,Excellent,Medium,High,Low,20+ yrs,36-45,6K-10K,0,2.5,1,0.4419,Medium
1160,35,No,Travel_Rarely,804,Sales,23,1,Marketing,1,Male,82,2,5,Sales Representative,2,Divorced,11082,2894,7,No,15,3,2,0,12,5,2,12,11,13,8,Below College,Excellent,Medium,Low,Medium,10-20 yrs,26-35,10K-15K,0,1.75,1,0.3734,Medium
1161,19,Yes,Non-Travel,446,Research & Development,2,3,Human Resources,2,Male,71,3,4,Research Director,3,Single,11459,14094,3,No,23,3,3,2,16,0,4,16,13,10,6,Bachelor,Excellent,High,Medium,Very High,10-20 yrs,18-25,10K-15K,1,3.0,1,0.5853,Medium
1162,30,Yes,Travel_Rarely,633,Sales,16,1,Human Resources,3,Male,48,3,5,Sales Executive,1,Married,3703,4253,2,No,21,3,2,0,30,0,4,30,10,15,10,Below College,Excellent,Low,High,Very High,20+ yrs,26-35,3K-6K,1,2.5,1,0.5786,Medium
1163,32,Yes,Travel_Rarely,756,Research & Development,4,5,Human Resources,4,Male,73,3,5,Healthcare Representative,2,Single,15188,4010,8,Yes,24,3,1,0,15,5,2,15,12,0,8,Doctor,Excellent,Medium,Very High,Medium,10-20 yrs,26-35,15K+,1,2.25,1,0.6135,High
1164,37,No,Travel_Rarely,1054,Research & Development,2,4,Other,2,Male,59,1,1,Research Scientist,1,Married,6945,25241,7,No,16,3,1,0,40,5,4,40,30,4,16,Master,Excellent,Low,Medium,Very High,20+ yrs,36-45,6K-10K,0,2.0,1,0.3407,Medium
1165,46,No,Travel_Rarely,550,Sales,23,5,Medical,1,Male,73,3,4,Sales Representative,4,Married,19999,15674,9,No,11,3,2,2,25,0,4,25,24,15,8,Doctor,Excellent,Very High,Low,Very High,20+ yrs,46-55,15K+,0,2.75,0,0.2969,Low
1166,59,Yes,Non-Travel,1268,Research & Development,5,3,Human Resources,1,Male,56,2,2,Research Scientist,3,Single,9662,23377,1,No,17,3,2,2,27,3,3,27,6,6,2,Bachelor,Excellent,High,Low,High,20+ yrs,55+,6K-10K,1,2.25,1,0.5644,Medium
1167,46,No,Travel_Rarely,1125,Research & Development,17,3,Human Resources,1,Male,63,4,4,Research Scientist,2,Married,18754,23019,7,No,22,3,1,1,0,1,1,0,0,13,0,Bachelor,Excellent,Medium,Low,Low,<1 yr,46-55,15K+,0,1.25,1,0.4983,Medium
1168,20,No,Non-Travel,1411,Research & Development,2,1,Medical,1,Male,53,2,1,Healthcare Representative,1,Single,6903,26192,2,No,15,4,1,0,11,4,4,11,9,0,5,Below College,Outstanding,Low,Low,Very High,10-20 yrs,18-25,6K-10K,0,1.75,1,0.3722,Medium
1169,36,Yes,Travel_Frequently,1017,Sales,22,3,Other,4,Female,85,4,4,Sales Executive,2,Married,12324,8997,9,No,17,3,1,0,36,2,4,36,23,15,7,Bachelor,Excellent,Medium,Very High,Very High,20+ yrs,36-45,10K-15K,1,2.75,1,0.4248,Medium
1170,20,Yes,Non-Travel,1348,Sales,14,2,Human Resources,4,Male,36,1,4,Sales Representative,4,Single,16702,12752,5,No,15,3,3,0,19,6,1,19,0,11,0,College,Excellent,Very High,Very High,Low,10-20 yrs,18-25,15K+,1,3.0,1,0.4638,Medium
1171,31,Yes,Travel_Rarely,1053,Research & Development,20,3,Technical Degree,3,Male,97,1,5,Manufacturing Director,4,Divorced,17494,13038,4,No,15,4,3,0,1,5,3,1,0,11,0,Bachelor,Outstanding,Very High,High,High,<1 yr,26-35,15K+,1,3.25,1,0.6637,High
1172,57,Yes,Non-Travel,313,Human Resources,7,1,Other,4,Male,80,2,4,Human Resources,2,Single,6153,11237,7,Yes,13,3,2,0,35,5,1,35,24,3,18,Below College,Excellent,Medium,Very High,Low,20+ yrs,55+,6K-10K,1,2.25,1,0.4597,Medium
1173,21,No,Non-Travel,999,Research & Development,15,1,Human Resources,1,Female,37,1,5,Manufacturing Director,3,Divorced,8174,6833,8,No,15,3,2,0,14,6,4,14,11,4,3,Below College,Excellent,High,Low,Very High,10-20 yrs,18-25,6K-10K,0,2.5,0,0.3178,Medium
1174,28,No,Travel_Rarely,1289,Sales,18,2,Human Resources,4,Female,85,4,5,Sales Executive,4,Married,11471,17034,6,No,18,4,3,0,37,0,2,37,35,1,31,College,Outstanding,Very High,Very High,Medium,20+ yrs,26-35,10K-15K,0,3.25,0,0.2937,Low
1175,48,No,Travel_Rarely,472,Research & Development,13,1,Medical,2,Female,87,1,3,Manufacturing Director,1,Married,13097,4934,5,No,24,4,4,1,21,4,2,21,17,6,15,Below College,Outstanding,Low,Medium,Medium,20+ yrs,46-55,10K-15K,0,2.25,1,0.3379,Medium
1176,60,No,Non-Travel,752,Research & Development,12,4,Technical Degree,2,Female,98,3,1,Manager,4,Married,14994,14571,5,No,18,3,3,1,31,4,3,31,5,3,3,Master,Excellent,Very High,Medium,High,20+ yrs,55+,10K-15K,0,3.0,0,0.3042,Medium
1177,49,No,Non-Travel,606,Research & Development,2,5,Other,3,Male,37,3,5,Manager,1,Married,2966,2371,0,No,12,3,2,3,19,3,3,19,1,7,0,Doctor,Excellent,Low,High,High,10-20 yrs,46-55,<3K,0,2.25,1,0.4006,Medium
1178,44,Yes,Non-Travel,1082,Sales,12,3,Marketing,1,Male,95,1,4,Sales Executive,2,Married,15599,17386,4,Yes,21,3,3,0,35,1,4,35,2,13,0,Bachelor,Excellent,Medium,Low,Very High,20+ yrs,36-45,15K+,1,2.5,1,0.6822,High
1179,47,No,Travel_Rarely,675,Research & Development,6,4,Life Sciences,4,Male,53,2,5,Healthcare Representative,1,Single,6459,8998,7,No,11,3,4,0,32,3,3,32,7,13,4,Master,Excellent,Low,Very High,High,20+ yrs,46-55,6K-10K,0,3.0,1,0.2943,Low
1180,60,No,Travel_Rarely,432,Research & Development,24,3,Technical Degree,3,Female,71,3,5,Manufacturing Director,2,Married,11573,16464,5,No,12,3,2,1,14,3,4,14,14,14,2,Bachelor,Excellent,Medium,High,Very High,10-20 yrs,55+,10K-15K,0,2.75,1,0.3449,Medium
1181,19,Yes,Non-Travel,311,Human Resources,29,4,Marketing,3,Female,83,4,5,Manager,4,Single,16160,19787,0,No,21,3,1,1,2,4,2,2,2,0,0,Master,Excellent,Very High,High,Medium,1-3 yrs,18-25,15K+,1,2.5,1,0.5899,Medium
1182,26,Yes,Travel_Rarely,388,Research & Development,1,3,Technical Degree,4,Female,45,2,2,Healthcare Representative,3,Single,12482,22986,4,Yes,17,4,2,0,28,1,3,28,17,9,15,Bachelor,Outstanding,High,Very High,High,20+ yrs,26-35,10K-15K,1,3.0,1,0.6098,High
1183,45,No,Travel_Rarely,709,Research & Development,21,2,Marketing,3,Male,33,1,2,Laboratory Technician,4,Married,5177,22330,4,No,13,3,3,0,26,1,4,26,5,0,3,College,Excellent,Very High,High,Very High,20+ yrs,36-45,3K-6K,0,3.5,0,0.3383,Medium
1184,48,No,Travel_Rarely,265,Human Resources,1,1,Marketing,1,Female,88,2,2,Human Resources,4,Single,2266,18257,2,Yes,18,3,3,1,4,1,1,4,2,0,0,Below College,Excellent,Very High,Low,Low,3-6 yrs,46-55,<3K,0,2.25,1,0.3739,Medium
1185,51,No,Travel_Frequently,225,Sales,15,1,Technical Degree,4,Male,75,2,2,Sales Executive,4,Single,5542,15406,7,No,14,3,4,1,30,6,3,30,15,3,11,Below College,Excellent,Very High,Very High,High,20+ yrs,46-55,3K-6K,0,3.75,0,0.3023,Medium
1186,32,Yes,Travel_Rarely,1280,Human Resources,27,2,Medical,2,Male,42,2,3,Manager,4,Single,8680,23057,8,No,20,3,3,3,21,0,4,21,0,0,0,College,Excellent,Very High,Medium,Very High,20+ yrs,26-35,6K-10K,1,3.25,1,0.4485,Medium
1187,42,Yes,Non-Travel,1155,Research & Development,16,4,Technical Degree,2,Male,66,2,5,Manager,3,Single,8597,12712,5,No,20,3,4,3,34,1,4,34,29,15,16,Master,Excellent,High,Medium,Very High,20+ yrs,36-45,6K-10K,1,3.25,1,0.5249,Medium
1188,53,Yes,Travel_Rarely,373,Sales,22,5,Technical Degree,4,Male,83,1,3,Sales Executive,4,Single,19999,19391,5,No,18,3,2,0,6,4,1,6,6,15,0,Doctor,Excellent,Very High,Very High,Low,3-6 yrs,46-55,15K+,1,2.75,1,0.416,Medium
1189,25,Yes,Travel_Rarely,1424,Research & Development,7,4,Marketing,3,Male,78,1,4,Research Director,1,Divorced,9081,2667,1,No,24,3,3,1,5,6,2,5,5,14,5,Master,Excellent,Low,High,Medium,3-6 yrs,18-25,6K-10K,1,2.25,1,0.4372,Medium
1190,26,No,Travel_Frequently,1144,Research & Development,22,1,Life Sciences,3,Female,87,3,1,Manager,3,Single,15811,18325,9,No,12,3,2,3,25,0,1,25,18,4,16,Below College,Excellent,High,High,Low,20+ yrs,26-35,15K+,0,2.25,0,0.2712,Low
1191,54,No,Travel_Rarely,714,Sales,14,5,Marketing,2,Male,48,3,3,Sales Executive,3,Married,13858,3446,1,No,23,3,1,0,0,2,4,0,0,13,0,Doctor,Excellent,High,Medium,Very High,<1 yr,46-55,10K-15K,0,2.5,0,0.4033,Medium
1192,56,Yes,Travel_Rarely,375,Research & Development,29,3,Human Resources,2,Male,47,4,2,Manager,1,Single,16062,17890,5,Yes,24,3,1,3,18,5,1,18,18,13,1,Bachelor,Excellent,Low,Medium,Low,10-20 yrs,55+,15K+,1,1.25,1,0.6344,High
1193,49,No,Travel_Rarely,1130,Research & Development,25,5,Technical Degree,1,Male,89,4,2,Healthcare Representative,2,Divorced,12762,22350,7,No,25,3,4,3,6,3,1,6,0,5,0,Doctor,Excellent,Medium,Low,Low,3-6 yrs,46-55,10K-15K,0,2.0,1,0.4467,Medium
1194,34,No,Travel_Rarely,1115,Research & Development,19,4,Other,3,Male,46,3,4,Manufacturing Director,4,Single,12034,6368,1,No,15,3,3,3,35,1,4,35,6,6,5,Master,Excellent,Very High,High,Very High,20+ yrs,26-35,10K-15K,0,3.5,0,0.3647,Medium
1195,52,No,Travel_Rarely,1253,Sales,24,2,Technical Degree,1,Female,40,3,5,Manager,3,Divorced,10909,7317,8,Yes,16,3,2,2,11,2,2,11,4,7,3,College,Excellent,High,Low,Medium,10-20 yrs,46-55,10K-15K,0,2.0,1,0.3581,Medium
1196,54,No,Travel_Rarely,1422,Research & Development,19,3,Medical,2,Female,44,2,1,Manager,4,Married,14111,25630,8,Yes,11,3,2,0,19,1,1,19,17,7,10,Bachelor,Excellent,Very High,Medium,Low,10-20 yrs,46-55,10K-15K,0,2.25,1,0.375,Medium
1197,36,Yes,Non-Travel,196,Human Resources,27,4,Other,2,Female,46,3,3,Manager,4,Single,13599,5029,3,No,25,3,3,3,22,3,1,22,8,1,4,Master,Excellent,Very High,Medium,Low,20+ yrs,36-45,10K-15K,1,2.5,1,0.4306,Medium
1198,46,No,Travel_Rarely,376,Human Resources,28,3,Marketing,2,Female,34,4,5,Human Resources,1,Divorced,13432,10232,3,Yes,24,4,2,0,24,4,3,24,20,11,10,Bachelor,Outstanding,Low,Medium,High,20+ yrs,46-55,10K-15K,0,2.0,1,0.3685,Medium
1199,24,Yes,Travel_Rarely,1408,Research & Development,29,5,Medical,2,Female,90,3,5,Research Director,1,Married,19999,15025,3,Yes,11,3,3,0,29,4,3,29,6,3,1,Doctor,Excellent,Low,Medium,High,20+ yrs,18-25,15K+,1,2.25,1,0.6386,High
1200,45,Yes,Non-Travel,899,Sales,29,1,Technical Degree,1,Male,33,2,3,Sales Executive,1,Single,8782,24276,4,No,24,3,3,1,28,3,4,28,8,6,7,Below College,Excellent,Low,Low,Very High,20+ yrs,36-45,6K-10K,1,2.25,1,0.6047,High
1201,26,No,Non-Travel,1296,Research & Development,23,4,Marketing,2,Female,85,4,3,Healthcare Representative,4,Married,19999,25574,7,No,19,3,1,0,30,2,4,30,3,8,0,Master,Excellent,Very High,Medium,Very High,20+ yrs,26-35,15K+,0,2.75,0,0.3567,Medium
1202,45,No,Travel_Rarely,431,Sales,13,2,Marketing,4,Male,77,1,3,Sales Executive,3,Divorced,17231,23188,1,No,15,3,3,3,17,0,4,17,16,8,6,College,Excellent,High,Very High,Very High,10-20 yrs,36-45,15K+,0,3.5,0,0.274,Low
1203,23,No,Travel_Rarely,304,Sales,21,5,Human Resources,3,Male,77,3,3,Manager,3,Married,2290,24763,4,Yes,25,3,2,0,40,5,3,40,11,10,11,Doctor,Excellent,High,High,High,20+ yrs,18-25,<3K,0,2.75,1,0.4294,Medium
1204,46,Yes,Travel_Rarely,202,Research & Development,12,4,Human Resources,2,Male,64,1,2,Healthcare Representative,2,Single,1936,26701,1,Yes,25,3,3,1,18,5,4,18,5,2,5,Master,Excellent,Medium,Medium,Very High,10-20 yrs,46-55,<3K,1,2.75,1,0.6064,High
1205,34,No,Non-Travel,1103,Research & Development,29,2,Life Sciences,3,Female,62,4,5,Research Scientist,4,Divorced,5950,19161,7,No,24,3,1,2,3,5,1,3,1,11,1,College,Excellent,Very High,High,Low,1-3 yrs,26-35,3K-6K,0,2.25,0,0.2977,Low
1206,33,No,Travel_Rarely,1054,Research & Development,1,4,Human Resources,2,Female,50,3,5,Research Director,2,Married,4664,11027,0,Yes,14,3,1,2,0,0,1,0,0,6,0,Master,Excellent,Medium,Medium,Low,<1 yr,26-35,3K-6K,0,1.5,1,0.5089,Medium
1207,40,Yes,Travel_Rarely,459,Research & Development,27,5,Other,1,Male,34,1,2,Research Director,2,Divorced,1836,6489,6,No,24,3,4,1,40,1,2,40,39,3,11,Doctor,Excellent,Medium,Low,Medium,20+ yrs,36-45,<3K,1,2.25,1,0.6626,High
1208,48,Yes,Travel_Rarely,1254,Research & Development,12,4,Marketing,3,Female,93,3,5,Research Scientist,2,Married,11606,15115,2,Yes,11,3,2,3,14,3,4,14,4,8,0,Master,Excellent,Medium,High,Very High,10-20 yrs,46-55,10K-15K,1,2.75,1,0.6768,High
1209,20,Yes,Travel_Rarely,138,Sales,4,3,Human Resources,1,Female,98,1,3,Sales Executive,2,Single,11219,8270,3,No,25,3,3,3,7,3,1,7,6,6,3,Bachelor,Excellent,Medium,Low,Low,6-10 yrs,18-25,10K-15K,1,1.75,1,0.636,High
1210,38,Yes,Travel_Rarely,406,Human Resources,29,5,Life Sciences,2,Male,50,1,1,Human Resources,2,Divorced,19999,25665,7,No,13,3,2,3,14,0,1,14,2,15,0,Doctor,Excellent,Medium,Medium,Low,10-20 yrs,36-45,15K+,1,1.75,1,0.6366,High
